Nombre del archivo;Cantidad de palabras
307-VI-00041.txt;6931
308-AA-00001.txt;8463
308-AA-00002.txt;19036
308-VI-00003.txt;11839
311-PR-00411.txt;27552
314-PR-00672.txt;16759
315-VI-00001.txt;5398
319-PR-02121.txt;9126
319-VI-00001.txt;12123
319-VI-00004.txt;13572
319-VI-00005.txt;13016
319-VI-00007.txt;9674
319-VI-00008.txt;8613
319-VI-00011.txt;8904
321-VI-00006.txt;7338
325-VI-00011.txt;10868
325-VI-00019.txt;16964
325-VI-00029.txt;7138
325-VI-00033.txt;10109
325-VI-00040.txt;10007
325-VI-00044.txt;7905
325-VI-00045.txt;7952
325-VI-00046.txt;8448
325-VI-00048.txt;7810
326-VI-00007.txt;9922
327-VI-00004.txt;10402
330-PR-02457.txt;8191
332-VI-00001.txt;36506
345-PR-00401.txt;12461
345-PR-02102.txt;15990
345-VI-00007.txt;7227
345-VI-00009.txt;15825
346-HV-00061.txt;27147
346-VI-00001.txt;13173
347-VI-00002.txt;16641
349-PR-00591.txt;10333
350-VI-00001.txt;17364
350-VI-00003.txt;16725
350-VI-00004.txt;11853
350-VI-00005.txt;2913
377-PR-00218.txt;8302
377-VI-00004.txt;1259
379-VI-00007.txt;13739
379-VI-00012.txt;14224
379-VI-00021.txt;8502
388-VI-00001.txt;4127
393-VI-00007.txt;13227
394-VI-00002.txt;10667
394-VI-00004.txt;18699
397-VI-00001.txt;12659
397-VI-00004.txt;16968
397-VI-00007.txt;14170
397-VI-00008.txt;24040
398-VI-00001.txt;32212
398-VI-00011.txt;21749
399-VI-00019.txt;10605
400-PR-00316.txt;15431
400-PR-00513.txt;13993
400-VI-00004.txt;24544
403-VI-00001.txt;14397
403-VI-00003.txt;10004
403-VI-00005.txt;6220
403-VI-00011.txt;16254
403-VI-00014.txt;10254
403-VI-00015.txt;16979
406-VI-00001.txt;5226
411-VI-00001.txt;19382
412-VI-00001.txt;18584
412-VI-00002.txt;33257
412-VI-00010.txt;17314
412-VI-00015.txt;14082
414-AA-00002.txt;31513
415-VI-00001.txt;11349
415-VI-00004.txt;9288
416-VI-00001.txt;11467
417-VI-00001.txt;9155
417-VI-00002.txt;15910
419-VI-00001.txt;8615
419-VI-00011.txt;6853
419-VI-00041.txt;3987
419-VI-00067.txt;4037
421-VI-00009.txt;3136
424-VI-00001.txt;7083
425-VI-00001.txt;15853
426-VI-00003.txt;29637
426-VI-00019.txt;6031
431-PR-00056.txt;6438
431-PR-00607.txt;8559
436-VI-00001.txt;15575
436-VI-00004.txt;13271
439-VI-00022.txt;7526
439-VI-00043.txt;12166
440-VI-00013.txt;25208
441-VI-00019.txt;8063
445-VI-00002.txt;5135
445-VI-00005.txt;2006
450-PR-03175.txt;13670
450-VI-00001.txt;11192
452-VI-00002.txt;8378
452-VI-00015.txt;17133
453-PR-03161.txt;6041
453-VI-00021.txt;2822
453-VI-00022.txt;4690
453-VI-00023.txt;2415
457-AA-00002.txt;10171
457-VI-00020.txt;17064
457-VI-00042.txt;4830
457-VI-00044.txt;4262
461-PR-00326.txt;62201
461-VI-00008.txt;18443
461-VI-00023.txt;4709
461-VI-00034.txt;2727
463-VI-00005.txt;1765
464-VI-00001.txt;9500
464-VI-00003.txt;12596
464-VI-00008.txt;6029
464-VI-00009.txt;14724
464-VI-00011.txt;7429
465-VI-00001.txt;11870
469-VI-00001.txt;13307
469-VI-00002.txt;21687
469-VI-00004.txt;12983
469-VI-00013.txt;10231
469-VI-00014.txt;8332
475-VI-00003.txt;10910
475-VI-00004.txt;8549
475-VI-00005.txt;11416
475-VI-00006.txt;15585
475-VI-00007.txt;22459
476-VI-00002.txt;10157
